תחנה:עצמאות חיפה -  , SO2      , PM1      , Spare    , TOLUENE  , Benzen   , 1,3 But  , SHT      , PM2.5    , PM10     , CO       , No2      , Nox      , No       , תאריך  \ שעה             
 , ppb      , g/m3µ    , None     , ppb      , ppb      , ppb      , °c       , µg/m3    , µg/m3    , ppm      , ppb      , ppb      , ppb      ,                          
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 28.2     , Down     , 0.4      , 3.3      , 2.9      , 0.0      , 08/06/2018 19:00         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 28.0     , Down     , 0.4      , 5.3      , 5.4      , 0.0      , 08/06/2018 19:05         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 24.5     , Down     , 0.4      , 5.0      , 4.7      , 0.0      , 08/06/2018 19:10         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 20.9     , Down     , 0.4      , 4.4      , 4.0      , 0.0      , 08/06/2018 19:15         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 19.3     , Down     , 0.4      , 5.6      , 6.7      , 1.0      , 08/06/2018 19:20         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 20.0     , Down     , 0.4      , 6.2      , 6.1      , 0.0      , 08/06/2018 19:25         
 , 0.0      , 17       , Down     , InVld    , InVld    , Down     , Down     , 20.8     , Down     , 0.4      , 6.8      , 6.6      , 0.0      , 08/06/2018 19:30         
 , 0.0      , 18       , Down     , InVld    , InVld    , Down     , Down     , 24.2     , Down     , 0.4      , 7.0      , 6.8      , 0.0      , 08/06/2018 19:35         
 , 0.0      , 17       , Down     , InVld    , InVld    , Down     , Down     , 26.5     , Down     , 0.4      , 6.2      , 5.9      , 0.0      , 08/06/2018 19:40         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 25.0     , Down     , 0.4      , 5.9      , 5.6      , 0.0      , 08/06/2018 19:45         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 25.0     , Down     , 0.4      , 5.9      , 7.1      , 1.1      , 08/06/2018 19:50         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 26.5     , Down     , 0.4      , 6.9      , 7.2      , 0.3      , 08/06/2018 19:55         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 23.5     , Down     , 0.3      , 4.3      , 3.9      , 0.0      , 08/06/2018 20:00         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 20.6     , Down     , 0.4      , 7.4      , 8.7      , 1.4      , 08/06/2018 20:05         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 16.9     , Down     , 0.4      , 4.5      , 4.1      , 0.0      , 08/06/2018 20:10         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 13.3     , Down     , 0.4      , 5.5      , 5.2      , 0.0      , 08/06/2018 20:15         
 , 0.0      , 4        , Down     , InVld    , InVld    , Down     , Down     , 11.1     , Down     , 0.4      , 6.9      , 6.4      , 0.0      , 08/06/2018 20:20         
 , 0.0      , 1        , Down     , InVld    , InVld    , Down     , Down     , 10.1     , Down     , 0.3      , 5.3      , 4.7      , 0.0      , 08/06/2018 20:25         
 , 0.0      , 3        , Down     , InVld    , InVld    , Down     , Down     , 7.2      , Down     , 0.4      , 4.5      , 4.2      , 0.0      , 08/06/2018 20:30         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 9.2      , Down     , 0.4      , 4.9      , 4.4      , 0.0      , 08/06/2018 20:35         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 10.8     , Down     , 0.4      , 5.9      , 5.5      , 0.0      , 08/06/2018 20:40         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 13.1     , Down     , 0.4      , 7.2      , 6.7      , 0.0      , 08/06/2018 20:45         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 16.2     , Down     , 0.3      , 4.7      , 4.2      , 0.0      , 08/06/2018 20:50         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 19.9     , Down     , 0.4      , 5.6      , 5.4      , 0.0      , 08/06/2018 20:55         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 21.1     , Down     , 0.4      , 7.0      , 6.5      , 0.0      , 08/06/2018 21:00         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 19.8     , Down     , 0.4      , 6.9      , 6.9      , 0.0      , 08/06/2018 21:05         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 19.5     , Down     , 0.4      , 9.3      , 9.8      , 0.7      , 08/06/2018 21:10         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 19.6     , Down     , 0.4      , 5.7      , 5.5      , 0.0      , 08/06/2018 21:15         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 19.3     , Down     , 0.4      , 4.4      , 4.0      , 0.0      , 08/06/2018 21:20         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 20.7     , Down     , 0.4      , 6.8      , 6.8      , 0.0      , 08/06/2018 21:25         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 18.7     , Down     , 0.4      , 11.3     , 13.4     , 2.0      , 08/06/2018 21:30         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 17.0     , Down     , 0.4      , 7.9      , 8.0      , 0.3      , 08/06/2018 21:35         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 16.5     , Down     , 0.4      , 8.3      , 10.2     , 1.8      , 08/06/2018 21:40         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 18.1     , Down     , 0.4      , 8.9      , 11.3     , 2.4      , 08/06/2018 21:45         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 17.7     , Down     , 0.4      , 5.4      , 5.4      , 0.0      , 08/06/2018 21:50         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 17.7     , Down     , 0.4      , 6.2      , 6.2      , 0.0      , 08/06/2018 21:55         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 15.8     , Down     , 0.4      , 8.0      , 8.4      , 0.3      , 08/06/2018 22:00         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 13.4     , Down     , 0.4      , 7.0      , 6.6      , 0.0      , 08/06/2018 22:05         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 13.7     , Down     , 0.4      , 12.2     , 15.1     , 2.5      , 08/06/2018 22:10         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 14.6     , Down     , 0.3      , 6.6      , 6.6      , 0.4      , 08/06/2018 22:15         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 14.3     , Down     , 0.3      , 6.3      , 6.2      , 0.0      , 08/06/2018 22:20         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 16.8     , Down     , 0.4      , 6.9      , 6.8      , 0.0      , 08/06/2018 22:25         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 17.6     , Down     , 0.4      , 9.6      , 13.5     , 3.8      , 08/06/2018 22:30         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 18.8     , Down     , 0.6      , 14.3     , 26.6     , 12.2     , 08/06/2018 22:35         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 18.8     , Down     , 0.5      , 10.0     , 14.1     , 4.1      , 08/06/2018 22:40         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 20.9     , Down     , 0.4      , 6.2      , 8.4      , 2.5      , 08/06/2018 22:45         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 23.6     , Down     , 0.7      , 9.2      , 16.0     , 6.6      , 08/06/2018 22:50         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 25.0     , Down     , 0.4      , 10.8     , 15.7     , 5.1      , 08/06/2018 22:55         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 23.4     , Down     , 0.4      , 11.2     , 16.5     , 5.1      , 08/06/2018 23:00         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 22.5     , Down     , 0.4      , 6.6      , 9.6      , 3.1      , 08/06/2018 23:05         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 21.1     , Down     , 0.4      , 10.7     , 14.5     , 3.8      , 08/06/2018 23:10         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 18.6     , Down     , 0.4      , 5.5      , 5.9      , 0.3      , 08/06/2018 23:15         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 16.9     , Down     , 0.4      , 7.8      , 8.3      , 0.7      , 08/06/2018 23:20         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 19.0     , Down     , 0.4      , 5.0      , 5.9      , 0.8      , 08/06/2018 23:25         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 19.3     , Down     , 0.4      , 7.2      , 8.6      , 1.3      , 08/06/2018 23:30         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 21.3     , Down     , 0.4      , 9.5      , 13.3     , 3.8      , 08/06/2018 23:35         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 20.9     , Down     , 0.5      , 10.7     , 14.0     , 3.2      , 08/06/2018 23:40         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 20.9     , Down     , 0.4      , 9.7      , 14.7     , 5.1      , 08/06/2018 23:45         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 24.0     , Down     , 0.4      , 13.1     , 19.6     , 6.3      , 08/06/2018 23:50         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 26.3     , Down     , 0.3      , 13.4     , 16.4     , 2.7      , 08/06/2018 23:55         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 25.0     , Down     , 0.3      , 16.7     , 17.9     , 1.6      , 08/06/2018 24:00         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 23.7     , Down     , 0.5      , 12.7     , 17.5     , 4.6      , 09/06/2018 00:05         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 22.1     , Down     , 0.4      , 13.8     , 20.6     , 6.5      , 09/06/2018 00:10         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 22.0     , Down     , 0.9      , 20.0     , 57.9     , 38.2     , 09/06/2018 00:15         
 , 0.0      , 17       , Down     , InVld    , InVld    , Down     , Down     , 22.5     , Down     , 0.5      , 12.0     , 15.9     , 4.3      , 09/06/2018 00:20         
 , 0.0      , 16       , Down     , InVld    , InVld    , Down     , Down     , 22.0     , Down     , 0.5      , 8.8      , 19.9     , 10.7     , 09/06/2018 00:25         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 20.4     , Down     , 0.5      , 12.4     , 22.7     , 10.5     , 09/06/2018 00:30         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 19.1     , Down     , 0.4      , 9.1      , 10.9     , 1.7      , 09/06/2018 00:35         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 15.7     , Down     , 0.5      , 15.0     , 21.5     , 6.4      , 09/06/2018 00:40         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 15.3     , Down     , 0.5      , 12.0     , 13.5     , 1.5      , 09/06/2018 00:45         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 17.0     , Down     , 0.4      , 9.1      , 11.2     , 2.3      , 09/06/2018 00:50         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 17.2     , Down     , 0.6      , 10.4     , 16.2     , 5.8      , 09/06/2018 00:55         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 18.8     , Down     , 0.4      , 7.9      , 10.2     , 2.4      , 09/06/2018 01:00         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 19.2     , Down     , 0.4      , 10.4     , 14.5     , 3.8      , 09/06/2018 01:05         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 16.8     , Down     , 0.4      , 12.0     , 15.9     , 4.1      , 09/06/2018 01:10         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 12.2     , Down     , 0.4      , 6.4      , 7.1      , 0.8      , 09/06/2018 01:15         
 , 0.0      , 17       , Down     , InVld    , InVld    , Down     , Down     , 8.1      , Down     , 0.5      , 7.1      , 8.8      , 1.7      , 09/06/2018 01:20         
 , 0.0      , 17       , Down     , InVld    , InVld    , Down     , Down     , 10.7     , Down     , 0.4      , 7.8      , 9.5      , 1.8      , 09/06/2018 01:25         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 10.3     , Down     , 0.3      , 4.3      , 4.8      , 0.2      , 09/06/2018 01:30         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 8.6      , Down     , 0.4      , 9.9      , 12.5     , 2.8      , 09/06/2018 01:35         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 6.8      , Down     , 0.3      , 3.5      , 4.1      , 0.6      , 09/06/2018 01:40         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 3.9      , Down     , 0.3      , 4.6      , 5.6      , 1.0      , 09/06/2018 01:45         
 , 0.0      , 3        , Down     , InVld    , InVld    , Down     , Down     , -0.7     , Down     , 0.7      , 6.7      , 8.7      , 1.8      , 09/06/2018 01:50         
 , 0.0      , 1        , Down     , InVld    , InVld    , Down     , Down     , -2.8     , Down     , 0.5      , 5.2      , 6.7      , 1.5      , 09/06/2018 01:55         
 , 0.0      , 1        , Down     , InVld    , InVld    , Down     , Down     , -3.9     , Down     , 0.3      , 6.7      , 8.3      , 1.3      , 09/06/2018 02:00         
 , 0.0      , 1        , Down     , InVld    , InVld    , Down     , Down     , -4.5     , Down     , 0.3      , 6.5      , 6.2      , 0.0      , 09/06/2018 02:05         
 , 0.0      , 2        , Down     , InVld    , InVld    , Down     , Down     , -2.2     , Down     , 0.3      , 7.2      , 7.8      , 0.5      , 09/06/2018 02:10         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 1.6      , Down     , 0.3      , 6.5      , 7.8      , 1.4      , 09/06/2018 02:15         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 3.1      , Down     , 0.3      , 3.2      , 3.4      , 0.3      , 09/06/2018 02:20         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 6.0      , Down     , 0.3      , 2.5      , 2.2      , 0.0      , 09/06/2018 02:25         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 9.7      , Down     , 0.3      , 1.6      , 1.3      , 0.0      , 09/06/2018 02:30         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 9.4      , Down     , 0.3      , 2.2      , 2.1      , 0.0      , 09/06/2018 02:35         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 11.5     , Down     , 0.3      , 2.7      , 2.4      , 0.0      , 09/06/2018 02:40         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 13.2     , Down     , 0.3      , 2.7      , 2.6      , 0.0      , 09/06/2018 02:45         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 17.4     , Down     , 0.3      , 2.4      , 2.2      , 0.0      , 09/06/2018 02:50         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 18.0     , Down     , 0.3      , 4.2      , 4.8      , 0.6      , 09/06/2018 02:55         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 15.6     , Down     , 0.3      , 8.6      , 14.8     , 6.1      , 09/06/2018 03:00         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 12.0     , Down     , 0.3      , 2.8      , 2.8      , 0.1      , 09/06/2018 03:05         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 9.1      , Down     , 0.3      , 3.5      , 4.6      , 1.0      , 09/06/2018 03:10         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 9.7      , Down     , 0.3      , 3.9      , 4.7      , 0.5      , 09/06/2018 03:15         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 10.3     , Down     , 0.3      , 9.8      , 14.4     , 4.7      , 09/06/2018 03:20         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 10.1     , Down     , 0.3      , 3.6      , 3.8      , 0.3      , 09/06/2018 03:25         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 14.7     , Down     , 0.3      , 6.3      , 8.2      , 1.8      , 09/06/2018 03:30         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 18.0     , Down     , 0.3      , 4.2      , 4.3      , 0.1      , 09/06/2018 03:35         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 17.0     , Down     , 0.3      , 2.9      , 2.6      , 0.0      , 09/06/2018 03:40         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 14.8     , Down     , 0.3      , 4.7      , 5.0      , 0.2      , 09/06/2018 03:45         
 , 0.0      , 18       , Down     , InVld    , InVld    , Down     , Down     , 19.3     , Down     , 0.3      , 4.7      , 4.9      , 0.2      , 09/06/2018 03:50         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 21.4     , Down     , 0.3      , 2.5      , 2.0      , 0.0      , 09/06/2018 03:55         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 21.5     , Down     , 0.3      , 2.6      , 2.6      , 0.0      , 09/06/2018 04:00         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 19.3     , Down     , 0.3      , 2.3      , 2.1      , 0.0      , 09/06/2018 04:05         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 16.9     , Down     , 0.3      , 3.9      , 3.9      , 0.0      , 09/06/2018 04:10         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 17.0     , Down     , 0.3      , 4.5      , 5.1      , 0.5      , 09/06/2018 04:15         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 14.8     , Down     , 0.3      , 3.2      , 3.0      , 0.0      , 09/06/2018 04:20         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 11.8     , Down     , 0.3      , 3.1      , 2.9      , 0.0      , 09/06/2018 04:25         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 14.5     , Down     , 0.3      , 2.0      , 1.8      , 0.0      , 09/06/2018 04:30         
 , 0.0      , 7        , Down     , InVld    , InVld    , Down     , Down     , 19.3     , Down     , 0.3      , 2.9      , 3.0      , 0.1      , 09/06/2018 04:35         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 19.2     , Down     , 0.3      , 3.1      , 3.0      , 0.0      , 09/06/2018 04:40         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 16.5     , Down     , 0.3      , 3.1      , 3.0      , 0.0      , 09/06/2018 04:45         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 18.2     , Down     , Calib    , 3.2      , 3.4      , 0.2      , 09/06/2018 04:50         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 18.7     , Down     , Calib    , 5.7      , 6.8      , 0.8      , 09/06/2018 04:55         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 18.8     , Down     , Calib    , 4.5      , 4.1      , 0.0      , 09/06/2018 05:00         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 14.9     , Down     , Calib    , 3.1      , 2.9      , 0.0      , 09/06/2018 05:05         
 , 0.0      , 13       , Down     , InVld    , InVld    , Down     , Down     , 13.8     , Down     , Calib    , 5.5      , 6.4      , 0.9      , 09/06/2018 05:10         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 15.5     , Down     , Calib    , 2.6      , 2.4      , 0.0      , 09/06/2018 05:15         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 13.8     , Down     , 0.3      , 2.7      , 2.4      , 0.0      , 09/06/2018 05:20         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 12.3     , Down     , 0.3      , 2.8      , 3.4      , 0.6      , 09/06/2018 05:25         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 14.8     , Down     , 0.3      , 3.5      , 3.8      , 0.4      , 09/06/2018 05:30         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 16.2     , Down     , 0.2      , 2.6      , 2.5      , 0.0      , 09/06/2018 05:35         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 15.8     , Down     , 0.3      , 2.3      , 2.2      , 0.0      , 09/06/2018 05:40         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 10.9     , Down     , 0.3      , 2.6      , 2.5      , 0.0      , 09/06/2018 05:45         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 11.8     , Down     , 0.3      , &lt;Samp , Calib    , Calib    , 09/06/2018 05:50         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 12.6     , Down     , 0.3      , InVld    , Calib    , Calib    , 09/06/2018 05:55         
 , 0.0      , 3        , Down     , InVld    , InVld    , Down     , Down     , 12.5     , Down     , 0.3      , InVld    , Calib    , Calib    , 09/06/2018 06:00         
 , 0.0      , -1       , Down     , InVld    , InVld    , Down     , Down     , 10.3     , Down     , 0.3      , InVld    , Calib    , Calib    , 09/06/2018 06:05         
 , 0.0      , -4       , Down     , InVld    , InVld    , Down     , Down     , 9.4      , Down     , 0.3      , InVld    , Calib    , Calib    , 09/06/2018 06:10         
 , 0.0      , -6       , Down     , InVld    , InVld    , Down     , Down     , 6.8      , Down     , 0.3      , InVld    , Calib    , Calib    , 09/06/2018 06:15         
 , 0.0      , -5       , Down     , InVld    , InVld    , Down     , Down     , 3.8      , Down     , 0.3      , 1.2      , 1.0      , 0.0      , 09/06/2018 06:20         
 , 0.0      , -6       , Down     , InVld    , InVld    , Down     , Down     , 4.1      , Down     , 0.3      , 4.8      , 6.1      , 1.2      , 09/06/2018 06:25         
 , 0.0      , -8       , Down     , InVld    , InVld    , Down     , Down     , 5.7      , Down     , 0.3      , 2.3      , 2.3      , 0.1      , 09/06/2018 06:30         
 , 0.0      , -11      , Down     , InVld    , InVld    , Down     , Down     , 4.6      , Down     , 0.3      , 2.0      , 2.1      , 0.0      , 09/06/2018 06:35         
 , 0.0      , -10      , Down     , InVld    , InVld    , Down     , Down     , 2.7      , Down     , 0.3      , 3.0      , 3.4      , 0.4      , 09/06/2018 06:40         
 , 0.0      , -4       , Down     , InVld    , InVld    , Down     , Down     , -0.9     , Down     , 0.3      , 2.4      , 3.0      , 0.3      , 09/06/2018 06:45         
 , 0.0      , -1       , Down     , InVld    , InVld    , Down     , Down     , 1.7      , Down     , 0.3      , 5.0      , 5.9      , 1.3      , 09/06/2018 06:50         
 , 0.0      , 1        , Down     , InVld    , InVld    , Down     , Down     , 5.2      , Down     , 0.3      , 1.6      , 2.1      , 0.5      , 09/06/2018 06:55         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 6.0      , Down     , 0.3      , 2.7      , 3.3      , 0.7      , 09/06/2018 07:00         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 12.6     , Down     , 0.3      , 1.9      , 1.9      , 0.0      , 09/06/2018 07:05         
 , 0.0      , 5        , Down     , InVld    , InVld    , Down     , Down     , 18.3     , Down     , 0.3      , 1.9      , 1.8      , 0.0      , 09/06/2018 07:10         
 , 0.0      , 6        , Down     , InVld    , InVld    , Down     , Down     , 20.8     , Down     , 0.3      , 1.5      , 2.0      , 0.5      , 09/06/2018 07:15         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 21.2     , Down     , 0.3      , 1.9      , 1.9      , 0.1      , 09/06/2018 07:20         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 22.5     , Down     , 0.3      , 2.2      , 2.2      , 0.0      , 09/06/2018 07:25         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 26.1     , Down     , 0.3      , 3.1      , 3.6      , 0.6      , 09/06/2018 07:30         
 , 0.0      , 8        , Down     , InVld    , InVld    , Down     , Down     , 23.2     , Down     , 0.3      , 3.0      , 3.2      , 0.2      , 09/06/2018 07:35         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 21.4     , Down     , 0.3      , 2.4      , 2.6      , 0.2      , 09/06/2018 07:40         
 , 0.0      , 12       , Down     , InVld    , InVld    , Down     , Down     , 19.6     , Down     , 0.3      , 3.0      , 3.3      , 0.3      , 09/06/2018 07:45         
 , 0.0      , 14       , Down     , InVld    , InVld    , Down     , Down     , 17.6     , Down     , 0.3      , 2.6      , 2.6      , 0.1      , 09/06/2018 07:50         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 16.8     , Down     , 0.3      , 2.3      , 2.3      , 0.0      , 09/06/2018 07:55         
 , 0.0      , 16       , Down     , InVld    , InVld    , Down     , Down     , 14.7     , Down     , 0.3      , 2.6      , 2.8      , 0.2      , 09/06/2018 08:00         
 , 0.0      , 16       , Down     , InVld    , InVld    , Down     , Down     , 17.3     , Down     , 0.3      , 2.9      , 3.1      , 0.3      , 09/06/2018 08:05         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 18.9     , Down     , 0.3      , 2.2      , 2.1      , 0.0      , 09/06/2018 08:10         
 , 0.0      , 16       , Down     , InVld    , InVld    , Down     , Down     , 17.9     , Down     , 0.3      , 2.7      , 2.8      , 0.2      , 09/06/2018 08:15         
 , 0.0      , 17       , Down     , InVld    , InVld    , Down     , Down     , 17.3     , Down     , 0.3      , 2.4      , 2.4      , 0.1      , 09/06/2018 08:20         
 , 0.0      , 17       , Down     , InVld    , InVld    , Down     , Down     , 17.4     , Down     , 0.3      , 2.9      , 3.1      , 0.2      , 09/06/2018 08:25         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 19.2     , Down     , 0.3      , 3.6      , 3.9      , 0.4      , 09/06/2018 08:30         
 , 0.0      , 10       , Down     , InVld    , InVld    , Down     , Down     , 16.5     , Down     , 0.3      , 2.5      , 2.4      , 0.0      , 09/06/2018 08:35         
 , 0.0      , 9        , Down     , InVld    , InVld    , Down     , Down     , 16.1     , Down     , 0.3      , 2.4      , 2.4      , 0.0      , 09/06/2018 08:40         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 16.9     , Down     , 0.3      , 2.2      , 2.3      , 0.2      , 09/06/2018 08:45         
 , 0.0      , 11       , Down     , InVld    , InVld    , Down     , Down     , 14.8     , Down     , 0.3      , 2.2      , 2.2      , 0.0      , 09/06/2018 08:50         
 , 0.0      , 15       , Down     , InVld    , InVld    , Down     , Down     , 10.9     , Down     , 0.3      , 2.8      , 3.0      , 0.3      , 09/06/2018 08:55         
 , 0.0      , 19       , Down     , InVld    , InVld    , Down     , Down     , 12.6     , Down     , 0.3      , 3.2      , 3.4      , 0.3      , 09/06/2018 09:00         
 , 0.0      , 22       , Down     , InVld    , InVld    , Down     , Down     , 15.3     , Down     , 0.3      , 2.4      , 2.4      , 0.0      , 09/06/2018 09:05         
